query	target	taxid	taxname	taxlineage	fident	alnlen	tstart	tend	tlen	evalue	bits	qtmscore	rmsd
hydrolase_2090_AF3.cif	AF-A0A7K1V2W6-F1-model_v4	2675851	Nocardia terrae	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Nocardiaceae;g_Nocardia;s_Nocardia terrae	0.125	295	30	255	675	1.935E-01	56	3.442E-01	2.366E+01
hydrolase_2090_AF3.cif	AF-F4Q878-F1-model_v4	1054147	Cavenderia fasciculata SH3	-_cellular organisms;d_Eukaryota;-_Amoebozoa;p_Evosea;c_Eumycetozoa;-_Dictyostelia;o_Acytosteliales;f_Cavenderiaceae;g_Cavenderia;s_Cavenderia fasciculata;-_Cavenderia fasciculata SH3	0.095	199	175	356	819	7.832E-02	56	2.354E-01	2.460E+01
hydrolase_2090_AF3.cif	AF-A0A4Q4UBS8-F1-model_v4	2211645	Monosporascus sp. MG133	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Xylariomycetidae;o_Xylariales;-_Xylariales incertae sedis;g_Monosporascus;-_unclassified Monosporascus;s_Monosporascus sp. MG133	0.124	241	23	212	853	4.778E-01	56	2.983E-01	1.666E+01
hydrolase_2090_AF3.cif	AF-A0A0N4ZNB4-F1-model_v4	131310	Parastrongyloides trichosuri	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;p_Nematoda;c_Chromadorea;o_Rhabditida;-_Tylenchina;-_Panagrolaimomorpha;-_Strongyloidoidea;f_Strongyloididae;g_Parastrongyloides;s_Parastrongyloides trichosuri	0.077	375	308	669	1003	1.302E-01	56	3.693E-01	1.928E+01
hydrolase_2090_AF3.cif	AF-A0A6A6H6R2-F1-model_v4	1048519	Viridothelium virens	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Dothideomycetes incertae sedis;o_Trypetheliales;f_Trypetheliaceae;g_Viridothelium;s_Viridothelium virens	0.106	160	49	185	247	7.946E-01	55	2.753E-01	9.527E+00
hydrolase_2090_AF3.cif	AF-A0A1B6FJ60-F1-model_v4	1464854	Cuerna arida	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Auchenorrhyncha;-_Cicadomorpha;-_Membracoidea;f_Cicadellidae;-_Cicadellinae;-_Proconiini;g_Cuerna;s_Cuerna arida	0.159	88	133	215	428	8.897E-01	55	1.912E-01	9.136E+00
hydrolase_2090_AF3.cif	AF-A0A164S6W9-F1-model_v4	1314777	Sistotremastrum niveocremeum HHB9708	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetes incertae sedis;o_Trechisporales;-_Trechisporales incertae sedis;g_Sistotremastrum;s_Sistotremastrum niveocremeum;-_Sistotremastrum niveocremeum HHB9708	0.164	146	28	156	429	9.961E-01	55	2.880E-01	5.485E+00
hydrolase_2090_AF3.cif	AF-A0A0A9XDE9-F1-model_v4	30085	Lygus hesperus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Prosorrhyncha;-_Heteroptera;-_Euheteroptera;-_Neoheteroptera;-_Panheteroptera;-_Cimicomorpha;-_Cimicoidea;f_Miridae;-_Mirinae;-_Mirini;g_Lygus;s_Lygus hesperus	0.111	72	164	235	457	4.847E+00	55	2.093E-01	3.054E+00
hydrolase_2090_AF3.cif	AF-A0A6H5G8Z1-F1-model_v4	355587	Nesidiocoris tenuis	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Prosorrhyncha;-_Heteroptera;-_Euheteroptera;-_Neoheteroptera;-_Panheteroptera;-_Cimicomorpha;-_Cimicoidea;f_Miridae;-_Bryocorinae;-_Dicyphini;-_Dicyphina;g_Nesidiocoris;s_Nesidiocoris tenuis	0.120	91	171	256	459	8.897E-01	55	1.910E-01	1.077E+01
hydrolase_2090_AF3.cif	AF-A0A1B6GYX6-F1-model_v4	1464854	Cuerna arida	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Auchenorrhyncha;-_Cicadomorpha;-_Membracoidea;f_Cicadellidae;-_Cicadellinae;-_Proconiini;g_Cuerna;s_Cuerna arida	0.112	80	162	237	461	1.479E+00	55	1.914E-01	5.280E+00
hydrolase_2090_AF3.cif	AF-A0A7R9EWD1-F1-model_v4	61472	Timema bartmani	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Polyneoptera;o_Phasmatodea;-_Timematodea;-_Timematoidea;f_Timematidae;g_Timema;s_Timema bartmani	0.148	74	186	259	475	4.329E+00	55	2.101E-01	3.632E+00
hydrolase_2090_AF3.cif	AF-A0A5N5E6V8-F1-model_v4	1833	Rhodococcus erythropolis	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Nocardiaceae;g_Rhodococcus;-_Rhodococcus erythropolis group;s_Rhodococcus erythropolis	0.140	214	2	173	476	3.404E-01	55	2.809E-01	2.088E+01
hydrolase_2090_AF3.cif	AF-A0A671UP79-F1-model_v4	8175	Sparus aurata	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Actinopterygii;c_Actinopteri;-_Neopterygii;-_Teleostei;-_Osteoglossocephalai;-_Clupeocephala;-_Euteleosteomorpha;-_Neoteleostei;-_Eurypterygia;-_Ctenosquamata;-_Acanthomorphata;-_Euacanthomorphacea;-_Percomorphaceae;-_Eupercaria;o_Spariformes;f_Sparidae;g_Sparus;s_Sparus aurata	0.126	87	178	264	478	1.963E+00	55	2.077E-01	1.056E+01
hydrolase_2090_AF3.cif	AF-A0A146L5J6-F1-model_v4	30085	Lygus hesperus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Prosorrhyncha;-_Heteroptera;-_Euheteroptera;-_Neoheteroptera;-_Panheteroptera;-_Cimicomorpha;-_Cimicoidea;f_Miridae;-_Mirinae;-_Mirini;g_Lygus;s_Lygus hesperus	0.144	76	190	261	478	2.077E+00	55	1.939E-01	3.377E+00
hydrolase_2090_AF3.cif	AF-A0A3Q3C7N3-F1-model_v4	8153	Haplochromis burtoni	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Actinopterygii;c_Actinopteri;-_Neopterygii;-_Teleostei;-_Osteoglossocephalai;-_Clupeocephala;-_Euteleosteomorpha;-_Neoteleostei;-_Eurypterygia;-_Ctenosquamata;-_Acanthomorphata;-_Euacanthomorphacea;-_Percomorphaceae;-_Ovalentaria;-_Cichlomorphae;o_Cichliformes;f_Cichlidae;-_African cichlids;-_Pseudocrenilabrinae;-_Haplochromini;g_Haplochromis;s_Haplochromis burtoni	0.125	104	180	279	480	5.056E-01	55	1.899E-01	1.212E+01
hydrolase_2090_AF3.cif	AF-A0A7R9FG20-F1-model_v4	61484	Timema tahoe	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Polyneoptera;o_Phasmatodea;-_Timematodea;-_Timematoidea;f_Timematidae;g_Timema;s_Timema tahoe	0.123	73	221	293	628	4.581E+00	55	2.096E-01	3.334E+00
hydrolase_2090_AF3.cif	AF-A0A7K0DT17-F1-model_v4	2585199	Nocardia aurantia	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Nocardiaceae;g_Nocardia;s_Nocardia aurantia	0.102	245	44	233	671	2.715E-01	55	3.218E-01	1.037E+01
hydrolase_2090_AF3.cif	AF-A0A291RJN5-F1-model_v4	455432	Nocardia terpenica	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Nocardiaceae;g_Nocardia;s_Nocardia terpenica	0.113	291	68	269	712	7.402E-02	55	2.885E-01	2.080E+01
hydrolase_2090_AF3.cif	AF-A0A0A9W0I2-F1-model_v4	30085	Lygus hesperus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Prosorrhyncha;-_Heteroptera;-_Euheteroptera;-_Neoheteroptera;-_Panheteroptera;-_Cimicomorpha;-_Cimicoidea;f_Miridae;-_Mirinae;-_Mirini;g_Lygus;s_Lygus hesperus	0.144	76	167	238	455	2.325E+00	54	1.939E-01	3.381E+00
hydrolase_2090_AF3.cif	AF-A0A1B6MSL2-F1-model_v4	36148	Graphocephala atropunctata	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Auchenorrhyncha;-_Cicadomorpha;-_Membracoidea;f_Cicadellidae;-_Cicadellinae;-_Cicadellini;g_Graphocephala;s_Graphocephala atropunctata	0.080	174	95	237	459	3.040E-01	54	2.474E-01	1.075E+01
hydrolase_2090_AF3.cif	AF-A0A0A9W3V6-F1-model_v4	30085	Lygus hesperus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Prosorrhyncha;-_Heteroptera;-_Euheteroptera;-_Neoheteroptera;-_Panheteroptera;-_Cimicomorpha;-_Cimicoidea;f_Miridae;-_Mirinae;-_Mirini;g_Lygus;s_Lygus hesperus	0.181	88	176	260	464	1.249E+00	54	1.969E-01	9.467E+00
hydrolase_2090_AF3.cif	AF-A0A6I9NHN0-F1-model_v4	8208	Notothenia coriiceps	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Actinopterygii;c_Actinopteri;-_Neopterygii;-_Teleostei;-_Osteoglossocephalai;-_Clupeocephala;-_Euteleosteomorpha;-_Neoteleostei;-_Eurypterygia;-_Ctenosquamata;-_Acanthomorphata;-_Euacanthomorphacea;-_Percomorphaceae;-_Eupercaria;o_Perciformes;-_Notothenioidei;f_Nototheniidae;g_Notothenia;s_Notothenia coriiceps	0.122	114	178	279	478	8.897E-01	54	2.191E-01	1.045E+01
hydrolase_2090_AF3.cif	AF-A0A668TDE7-F1-model_v4	47969	Oreochromis aureus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Actinopterygii;c_Actinopteri;-_Neopterygii;-_Teleostei;-_Osteoglossocephalai;-_Clupeocephala;-_Euteleosteomorpha;-_Neoteleostei;-_Eurypterygia;-_Ctenosquamata;-_Acanthomorphata;-_Euacanthomorphacea;-_Percomorphaceae;-_Ovalentaria;-_Cichlomorphae;o_Cichliformes;f_Cichlidae;-_African cichlids;-_Pseudocrenilabrinae;-_Oreochromini;g_Oreochromis;s_Oreochromis aureus	0.120	91	180	266	480	8.897E-01	54	1.892E-01	1.091E+01
hydrolase_2090_AF3.cif	AF-A0A4Q2V917-F1-model_v4	451672	Fusarium oxysporum f. sp. narcissi	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium oxysporum species complex;s_Fusarium oxysporum;-_Fusarium oxysporum f. sp. narcissi	0.115	208	29	225	805	8.408E-01	54	3.047E-01	8.309E+00
hydrolase_2090_AF3.cif	AF-A0A1Q9U5S6-F1-model_v4	1517936	Rhodococcus sp. CUA-806	-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinobacteria;c_Actinomycetia;o_Corynebacteriales;f_Nocardiaceae;g_Rhodococcus;-_unclassified Rhodococcus;s_Rhodococcus sp. CUA-806	0.157	127	13	123	227	2.292E-01	53	1.918E-01	7.491E+00
hydrolase_2090_AF3.cif	AF-A0A146L8K2-F1-model_v4	30085	Lygus hesperus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Prosorrhyncha;-_Heteroptera;-_Euheteroptera;-_Neoheteroptera;-_Panheteroptera;-_Cimicomorpha;-_Cimicoidea;f_Miridae;-_Mirinae;-_Mirini;g_Lygus;s_Lygus hesperus	0.130	84	139	221	435	3.264E+00	53	2.108E-01	8.839E+00
hydrolase_2090_AF3.cif	AF-A0A1B6M014-F1-model_v4	36148	Graphocephala atropunctata	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Auchenorrhyncha;-_Cicadomorpha;-_Membracoidea;f_Cicadellidae;-_Cicadellinae;-_Cicadellini;g_Graphocephala;s_Graphocephala atropunctata	0.129	93	166	253	464	1.180E+00	53	1.910E-01	1.199E+01
hydrolase_2090_AF3.cif	AF-A0A0K8STY8-F1-model_v4	30085	Lygus hesperus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Prosorrhyncha;-_Heteroptera;-_Euheteroptera;-_Neoheteroptera;-_Panheteroptera;-_Cimicomorpha;-_Cimicoidea;f_Miridae;-_Mirinae;-_Mirini;g_Lygus;s_Lygus hesperus	0.181	88	176	260	464	1.565E+00	53	1.977E-01	9.435E+00
hydrolase_2090_AF3.cif	AF-A0A146M0Y4-F1-model_v4	30085	Lygus hesperus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Prosorrhyncha;-_Heteroptera;-_Euheteroptera;-_Neoheteroptera;-_Panheteroptera;-_Cimicomorpha;-_Cimicoidea;f_Miridae;-_Mirinae;-_Mirini;g_Lygus;s_Lygus hesperus	0.144	76	171	246	466	4.581E+00	53	2.087E-01	4.205E+00
hydrolase_2090_AF3.cif	AF-A0A1B6JP40-F1-model_v4	320908	Homalodisca liturata	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Auchenorrhyncha;-_Cicadomorpha;-_Membracoidea;f_Cicadellidae;-_Cicadellinae;-_Proconiini;g_Homalodisca;s_Homalodisca liturata	0.131	91	167	252	468	1.249E+00	53	1.913E-01	1.069E+01
hydrolase_2090_AF3.cif	AF-A8DSV5-F1-model_v4	8153	Haplochromis burtoni	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Actinopterygii;c_Actinopteri;-_Neopterygii;-_Teleostei;-_Osteoglossocephalai;-_Clupeocephala;-_Euteleosteomorpha;-_Neoteleostei;-_Eurypterygia;-_Ctenosquamata;-_Acanthomorphata;-_Euacanthomorphacea;-_Percomorphaceae;-_Ovalentaria;-_Cichlomorphae;o_Cichliformes;f_Cichlidae;-_African cichlids;-_Pseudocrenilabrinae;-_Haplochromini;g_Haplochromis;s_Haplochromis burtoni	0.125	104	174	273	474	7.509E-01	53	1.898E-01	1.214E+01
hydrolase_2090_AF3.cif	AF-A0A6P8V316-F1-model_v4	8218	Gymnodraco acuticeps	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Actinopterygii;c_Actinopteri;-_Neopterygii;-_Teleostei;-_Osteoglossocephalai;-_Clupeocephala;-_Euteleosteomorpha;-_Neoteleostei;-_Eurypterygia;-_Ctenosquamata;-_Acanthomorphata;-_Euacanthomorphacea;-_Percomorphaceae;-_Eupercaria;o_Perciformes;-_Notothenioidei;f_Bathydraconidae;g_Gymnodraco;s_Gymnodraco acuticeps	0.125	104	178	277	478	6.707E-01	53	1.897E-01	1.215E+01
hydrolase_2090_AF3.cif	AF-A0A4Z2IKI5-F1-model_v4	230148	Liparis tanakae	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Actinopterygii;c_Actinopteri;-_Neopterygii;-_Teleostei;-_Osteoglossocephalai;-_Clupeocephala;-_Euteleosteomorpha;-_Neoteleostei;-_Eurypterygia;-_Ctenosquamata;-_Acanthomorphata;-_Euacanthomorphacea;-_Percomorphaceae;-_Eupercaria;o_Perciformes;-_Cottioidei;-_Cottales;f_Liparidae;g_Liparis;s_Liparis tanakae	0.125	104	179	278	479	6.707E-01	53	1.896E-01	1.209E+01
hydrolase_2090_AF3.cif	AF-A0A669F4P3-F1-model_v4	8128	Oreochromis niloticus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Actinopterygii;c_Actinopteri;-_Neopterygii;-_Teleostei;-_Osteoglossocephalai;-_Clupeocephala;-_Euteleosteomorpha;-_Neoteleostei;-_Eurypterygia;-_Ctenosquamata;-_Acanthomorphata;-_Euacanthomorphacea;-_Percomorphaceae;-_Ovalentaria;-_Cichlomorphae;o_Cichliformes;f_Cichlidae;-_African cichlids;-_Pseudocrenilabrinae;-_Oreochromini;g_Oreochromis;s_Oreochromis niloticus	0.120	91	180	266	480	1.115E+00	53	1.894E-01	1.091E+01
hydrolase_2090_AF3.cif	AF-A0A653CXE2-F1-model_v4	64391	Callosobruchus maculatus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Endopterygota;o_Coleoptera;-_Polyphaga;-_Cucujiformia;-_Chrysomeloidea;f_Chrysomelidae;-_Bruchinae;-_Bruchini;g_Callosobruchus;s_Callosobruchus maculatus	0.121	74	211	284	497	5.129E+00	53	2.091E-01	3.678E+00
hydrolase_2090_AF3.cif	AF-A0A812WVN6-F1-model_v4	1519616	Symbiodinium sp. CCMP2456	-_cellular organisms;d_Eukaryota;-_Sar;-_Alveolata;c_Dinophyceae;o_Suessiales;f_Symbiodiniaceae;g_Symbiodinium;-_unclassified Symbiodinium;s_Symbiodinium sp. CCMP2456	0.101	305	18	271	412	5.350E-01	52	3.795E-01	1.629E+01
hydrolase_2090_AF3.cif	AF-A0A834M1U5-F1-model_v4	354439	Rhynchophorus ferrugineus	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Endopterygota;o_Coleoptera;-_Polyphaga;-_Cucujiformia;-_Curculionoidea;f_Curculionidae;-_Dryophthorinae;g_Rhynchophorus;s_Rhynchophorus ferrugineus	0.126	79	163	237	449	2.460E+00	52	1.911E-01	4.676E+00
hydrolase_2090_AF3.cif	AF-A0A6H5GC82-F1-model_v4	355587	Nesidiocoris tenuis	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Protostomia;-_Ecdysozoa;-_Panarthropoda;p_Arthropoda;-_Mandibulata;-_Pancrustacea;-_Hexapoda;c_Insecta;-_Dicondylia;-_Pterygota;-_Neoptera;-_Paraneoptera;o_Hemiptera;-_Prosorrhyncha;-_Heteroptera;-_Euheteroptera;-_Neoheteroptera;-_Panheteroptera;-_Cimicomorpha;-_Cimicoidea;f_Miridae;-_Bryocorinae;-_Dicyphini;-_Dicyphina;g_Nesidiocoris;s_Nesidiocoris tenuis	0.120	91	171	256	459	1.249E+00	52	1.913E-01	1.080E+01
hydrolase_2090_AF3.cif	AF-A0A6A5FH51-F1-model_v4	8168	Perca fluviatilis	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Actinopterygii;c_Actinopteri;-_Neopterygii;-_Teleostei;-_Osteoglossocephalai;-_Clupeocephala;-_Euteleosteomorpha;-_Neoteleostei;-_Eurypterygia;-_Ctenosquamata;-_Acanthomorphata;-_Euacanthomorphacea;-_Percomorphaceae;-_Eupercaria;o_Perciformes;-_Percoidei;f_Percidae;-_Percinae;g_Perca;s_Perca fluviatilis	0.125	104	178	277	478	7.509E-01	52	1.897E-01	1.211E+01
hydrolase_2090_AF3.cif	AF-A0A3B3Y184-F1-model_v4	48701	Poecilia mexicana	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Actinopterygii;c_Actinopteri;-_Neopterygii;-_Teleostei;-_Osteoglossocephalai;-_Clupeocephala;-_Euteleosteomorpha;-_Neoteleostei;-_Eurypterygia;-_Ctenosquamata;-_Acanthomorphata;-_Euacanthomorphacea;-_Percomorphaceae;-_Ovalentaria;-_Atherinomorphae;o_Cyprinodontiformes;-_Cyprinodontoidei;f_Poeciliidae;-_Poeciliinae;g_Poecilia;s_Poecilia mexicana	0.120	91	179	265	479	1.398E+00	52	1.901E-01	1.087E+01
hydrolase_2090_AF3.cif	AF-A0A3Q4HEI6-F1-model_v4	32507	Neolamprologus brichardi	-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Metazoa;-_Eumetazoa;-_Bilateria;-_Deuterostomia;p_Chordata;-_Craniata;-_Vertebrata;-_Gnathostomata;-_Teleostomi;-_Euteleostomi;-_Actinopterygii;c_Actinopteri;-_Neopterygii;-_Teleostei;-_Osteoglossocephalai;-_Clupeocephala;-_Euteleosteomorpha;-_Neoteleostei;-_Eurypterygia;-_Ctenosquamata;-_Acanthomorphata;-_Euacanthomorphacea;-_Percomorphaceae;-_Ovalentaria;-_Cichlomorphae;o_Cichliformes;f_Cichlidae;-_African cichlids;-_Pseudocrenilabrinae;-_Lamprologini;g_Neolamprologus;s_Neolamprologus brichardi	0.125	104	180	279	480	7.946E-01	52	1.897E-01	1.211E+01
