id,gtdb_id,db_proka_id,uniprot_id,domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_phylum,ncbi_class,ncbi_order,ncbi_family,ncbi_genus,ncbi_species,tstart,tend,evalue,bits
JAGQHE010000038.1_14,JAGQHE010000038.1_14,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp020431995,,,,,,,5,221,2.873e-13,83
A0A838YJC3,JACERO010000059.1_5,,A0A838YJC3,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp013911135,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,40,221,2.131e-13,83
JAANXA010000013.1_78,JAANXA010000013.1_78,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp018263505,,,,,,,7,221,1.581e-13,83
A0A2Z2HKI6,NZ_CP021324.1_650,,A0A2Z2HKI6,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus catalinensis,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosomarinus,Candidatus Nitrosomarinus catalina,5,221,1.581e-13,83
A0A843BN56,JAEFCZ010000037.1_38,,A0A843BN56,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp016125975,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,5,218,1.581e-13,83
A9A2E7,NC_010085.1_1039,,A9A2E7,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus maritimus,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus maritimus,5,218,1.581e-13,83
K0B968,NC_018655.1_1140,,K0B968,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus koreensis,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Candidatus Nitrosopumilus koreensis,42,218,5.219e-13,82
A0A0D5C1K9,NZ_CP011070.1_976,,A0A0D5C1K9,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus adriaticus,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus adriaticus,5,221,5.219e-13,82
A0A075HF93,,,A0A075HF93,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_69_H10,13,195,5.67e-13,82
A0A7D5RAF2,NZ_CP026994.1_732,,A0A7D5RAF2,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus oxyclinae,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus oxyclinae,5,233,5.219e-13,82
A0A2E0QGV4,,,A0A2E0QGV4,Archaea,,,,,,,Nitrososphaerota,,,,,Nitrososphaerota archaeon,3,219,4.207e-13,82
A0A842NTQ9,JACNFV010000112.1_5,,A0A842NTQ9,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp014384445,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,7,221,5.219e-13,82
B3V596,,,B3V596,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,uncultured marine crenarchaeote KM3-47-D6,41,223,4.207e-13,82
JABSRD010000008.1_95,JABSRD010000008.1_95,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp013215285,,,,,,,4,230,3.872e-13,82
JAHEXS010000012.1_2,JAHEXS010000012.1_2,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis sp023252015,,,,,,,7,223,3.872e-13,82
A0A1H8HD95,NZ_FOCX01000003.1_337,WP_139203432.1@GCF_900110215.1,A0A1H8HD95,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis persica,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis persicus,36,220,3.872e-13,82
MBT3474036.1@GCA_018647405.1,JABGTD010000004.1_37,MBT3474036.1@GCA_018647405.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp018647405,,,,,,,7,237,3.872e-13,82
NZ_AOII01000017.1_1,NZ_AOII01000017.1_1,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pallidum,,,,,,,68,269,7.033e-13,81
JABMOR010000028.1_17,JABMOR010000028.1_17,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp013203245,,,,,,,5,233,9.476e-13,81
A0A3M6KE52,REGJ01000004.1_62,,A0A3M6KE52,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp003702525,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,6,219,1.277e-12,81
A0A3M6K3X3,REGF01000007.1_13,,A0A3M6K3X3,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp003702465,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosomarinus,Candidatus Nitrosomarinus sp.,7,230,1.277e-12,81
MCH8834010.1@GCA_022574415.1,JACZSC010000088.1_3,MCH8834010.1@GCA_022574415.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,DRGT01,DRGT01 sp022574415,,,,,,,43,219,1.277e-12,81
A0A835SJB9,JADNRU010000010.1_18,KAG0511694.1@GCA_016276965.1,A0A835SJB9,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,CSP1-1,CSP1-1 sp016276965,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon,9,227,9.476e-13,81
CAJQSS010000005.1_76,CAJQSS010000005.1_76,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp905616385,,,,,,,7,221,9.476e-13,81
A0A7C7XHU1,,,A0A7C7XHU1,Archaea,,,,,,,Nitrososphaerota,,,,Candidatus Nitrosopelagicus,Candidatus Nitrosopelagicus sp.,41,223,1.03e-12,81
A0A3M6K0N5,REGH01000011.1_25,,A0A3M6K0N5,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp003702495,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,5,221,9.476e-13,81
VHBH01000001.1_77,VHBH01000001.1_77,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis sp016872055,,,,,,,23,235,7.033e-13,81
JABJDB010000060.1_3,JABJDB010000060.1_3,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp018668425,,,,,,,5,222,7.033e-13,81
A0A2V3IAA3,DTTB01000137.1_3,,A0A2V3IAA3,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp012964965,Nitrososphaerota,,,,,Nitrososphaerota archaeon,41,223,7.033e-13,81
A0A4P9TI00,,,A0A4P9TI00,Archaea,,,,,,,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema pallidum,68,269,7.641e-13,81
A0A7J9QGH3,,,A0A7J9QGH3,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,Nitrosopumilaceae archaeon,5,218,7.641e-13,81
A0A3N0A5P4,,,A0A3N0A5P4,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp. H8,40,231,2.516e-12,80
M0KAD2,,,M0KAD2,Archaea,,,,,,,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula amylolytica,45,260,2.516e-12,80
A0A3M9ZJB4,,,A0A3M9ZJB4,Archaea,,,,,,,Nitrososphaerota,,,,,Thaumarchaeota archaeon S14,46,243,2.516e-12,80
S2EV40,,,S2EV40,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,Candidatus Nitrosarchaeum limnium,41,219,1.868e-12,80
NZ_LQMW01000022.1_82,NZ_LQMW01000022.1_82,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp001541925,,,,,,,5,230,1.72e-12,80
JAJETY010000012.1_34,JAJETY010000012.1_34,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp021268355,,,,,,,42,218,1.72e-12,80
A0A0T5ZCZ3,LDXL01000008.1_187,KRT60720.1@GCA_001443365.1,A0A0T5ZCZ3,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,CSP1-1,CSP1-1 sp001443365,Nitrososphaerota,,,,,Thaumarchaeota archaeon CSP1-1,44,227,1.72e-12,80
A0A5J4DVH6,BFAR01000126.1_9,GBF24584.1@GCA_008974855.1,A0A5J4DVH6,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,CSP1-1,CSP1-1 sp008974855,,,,,,archaeon MnTg01,51,212,1.72e-12,80
A0A1G7U755,NZ_JALJCL010000035.1_3,,A0A1G7U755,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis regularis,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis regularis,26,217,2.316e-12,80
A0A9D2X9D0,NZ_MU078694.1_162,,A0A9D2X9D0,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp014078525,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp. b3,5,221,2.316e-12,80
A0A3M9ZI66,RHFA01000128.1_4,RNJ72369.1@GCA_003724275.1,A0A3M9ZI66,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Cenarchaeum,Cenarchaeum sp003724275,Nitrososphaerota,,,,,Thaumarchaeota archaeon S13,46,243,2.316e-12,80
NZ_AOLW01000036.1_19,NZ_AOLW01000036.1_19,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula amylolytica,,,,,,,51,266,2.316e-12,80
A0A2S2KSG3,NZ_BGKI01000007.1_201,,A0A2S2KSG3,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus zosterae,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus zosterae,40,227,3.119e-12,79
VMDM01000051.1_2,VMDM01000051.1_2,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp008080815,,,,,,,3,217,4.2e-12,79
A0A832YBJ8,,,A0A832YBJ8,Archaea,,,,,,,Nitrososphaerota,,,,Candidatus Nitrosopelagicus,Candidatus Nitrosopelagicus sp.,40,220,6.143e-12,79
LFEY01000002.1_37,LFEY01000002.1_37,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp001510275,,,,,,,80,261,5.654e-12,79
JAHRAL010000125.1_29@GCA_020027325.1,JAHRAL010000125.1_29,JAHRAL010000125.1_29@GCA_020027325.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Cenarchaeum,Cenarchaeum sp020027325,,,,,,,6,236,5.654e-12,79
A0A7C2XPU6,DRGT01000093.1_15,HEU04432.1@GCA_011055585.1,A0A7C2XPU6,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,DRGT01,DRGT01 sp011055585,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,43,222,5.654e-12,79
MCH7968181.1@GCA_022564515.1,JADFLH010000008.1_19,MCH7968181.1@GCA_022564515.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,DRGT01,DRGT01 sp022564515,,,,,,,6,222,4.2e-12,79
A0A0R2NVM4,LIAL01000012.1_16,,A0A0R2NVM4,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp001437625,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp. BACL13 MAG-121220-bin23,7,221,4.2e-12,79
A0A2V3I8A3,,,A0A2V3I8A3,Archaea,,,,,,,Nitrososphaerota,,,,,Nitrososphaerota archaeon,43,223,3.389e-12,79
A0A075IB59,,,A0A075IB59,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote SAT1000_22_C02,15,195,6.143e-12,79
A0A2H9RQQ8,PFRJ01000077.1_10,,A0A2H9RQQ8,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp002788515,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon CG_4_9_14_0_2_um_filter_34_16,5,225,3.119e-12,79
PAAH01000002.1_2,PAAH01000002.1_2,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp002698885,,,,,,,7,176,4.2e-12,79
A0A9Q4KW36,,,A0A9Q4KW36,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,3,221,8.269e-12,78
A0A522XLP4,,,A0A522XLP4,Archaea,,,,,,,Nitrososphaerota,,,,Nitrosotenuis,Candidatus Nitrosotenuis sp.,35,219,1.113e-11,78
CABXQD010000010.1_10,CABXQD010000010.1_10,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp902514275,,,,,,,7,221,7.611e-12,78
WP_253737567.1@GCF_024178165.1,NZ_JAMZIE010000002.1_599,WP_253737567.1@GCF_024178165.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta sp024178165,,,,,,,114,314,7.611e-12,78
SCVO01000120.1_6,SCVO01000120.1_6,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis sp004322465,,,,,,,40,224,1.024e-11,78
A0A832VRI6,DAMC01000085.1_10,DAMC01000085.1_10@GCA_002499525.1,A0A832VRI6,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis sp002499525,Nitrososphaerota,,,,Nitrosotenuis,Candidatus Nitrosotenuis sp.,18,211,1.024e-11,78
JADFJY010000033.1_9,JADFJY010000033.1_9,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp022565935,,,,,,,40,221,1.378e-11,78
A0A846N5A7,WVWY01000007.1_5,NIP09324.1@GCA_011773785.1,A0A846N5A7,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,JACEMX01,JACEMX01 sp011773785,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,Nitrosopumilaceae archaeon,43,222,1.855e-11,77
A0A1Y3A5X3,,,A0A1Y3A5X3,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. SD683,11,227,2.711e-11,77
L9YW73,NZ_AOIJ01000057.1_53,,L9YW73,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema gari,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema gari,68,269,2.495e-11,77
A0A835X8W0,JAEHKV010000059.1_14,KAG2478325.1@GCA_016838845.1,A0A835X8W0,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,DRGT01,DRGT01 sp016838845,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon,43,219,2.495e-11,77
NZ_JALIQP010000003.1_86,NZ_JALIQP010000003.1_86,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,JALIQP01,JALIQP01 sp023566055,,,,,,,79,289,1.855e-11,77
JAHRAJ010000053.1_7@GCA_020027365.1,JAHRAJ010000053.1_7,JAHRAJ010000053.1_7@GCA_020027365.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,JAHRAJ01,JAHRAJ01 sp020027365,,,,,,,70,246,1.855e-11,77
MCG3780453.1@GCA_022117465.1,JAHCGZ010000007.1_36,MCG3780453.1@GCA_022117465.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus limneticus,,,,,,,7,218,1.855e-11,77
A0A3M9ZTZ2,RHFB01000067.1_16,,A0A3M9ZTZ2,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp003724285,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp. H13,40,231,1.855e-11,77
A0A075HBL9,,,A0A075HBL9,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_53_F08,47,227,2.015e-11,77
A0A075GDE7,,,A0A075GDE7,Archaea,,,,,,,Nitrososphaerota,,,,,uncultured marine thaumarchaeote KM3_145_B06,47,227,2.015e-11,77
A0A256J8C6,,,A0A256J8C6,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum ezzemoulense,11,227,3.647e-11,76
A0A7K4DSR9,JABDKK010000038.1_3,,A0A7K4DSR9,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp013002265,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp.,40,218,3.357e-11,76
A0A3N0A8L1,,,A0A3N0A8L1,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp. B06,40,197,6.596e-11,76
A0A3M9ZSM0,RHFD01000056.1_23,,A0A3M9ZSM0,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp003724325,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp. D6,40,217,4.515e-11,76
JACZUQ010000043.1_8,JACZUQ010000043.1_8,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,CSP1-1,CSP1-1 sp022573065,,,,,,,46,227,4.515e-11,76
WHSX01000035.1_12@GCA_009379865.1,WHSX01000035.1_12,WHSX01000035.1_12@GCA_009379865.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus sp009379865,,,,,,,62,327,4.515e-11,76
LKML01000024.1_26@GCA_001563795.1,LKML01000024.1_26,LKML01000024.1_26@GCA_001563795.1,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halohasta,Halohasta sp001563795,,,,,,,88,279,6.071e-11,76
A0A836BMH8,,,A0A836BMH8,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon,46,225,6.596e-11,76
CACLIK010000014.1_4,CACLIK010000014.1_4,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp902606965,,,,,,,41,222,8.163e-11,75
PBZV01000007.1_28,PBZV01000007.1_28,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp002730325,,,,,,,5,218,8.163e-11,75
SKKJ01000166.1_8,SKKJ01000166.1_8,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas sp007121575,,,,,,,31,253,1.097e-10,75
I7CPQ6,,,I7CPQ6,Archaea,,,,,,,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Natrinema,Natrinema sp. J7-2,33,234,8.869e-11,75
A0A6B1IMM7,,,A0A6B1IMM7,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum terrestre,28,223,1.192e-10,75
A0A2E9NXF5,,,A0A2E9NXF5,Archaea,,,,,,,Nitrososphaerota,,,,,Nitrososphaerota archaeon,5,218,1.192e-10,75
NZ_CP100445.1_3244,NZ_CP100445.1_3244,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema sp024227435,,,,,,,83,269,1.475e-10,74
A0A256J1P2,,,A0A256J1P2,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum ezzemoulense,11,227,1.603e-10,74
A0A2G1WTW3,,,A0A2G1WTW3,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. C191,11,227,1.603e-10,74
A0A8J4XIH4,,,A0A8J4XIH4,Archaea,,,,,,,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp. b2,40,218,1.603e-10,74
A0A0C5BVY9,NZ_CP010868.1_1186,,A0A0C5BVY9,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus piranensis,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus piranensis,40,218,1.475e-10,74
A0A6B1IKK2,,,A0A6B1IKK2,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum terrestre,28,223,1.603e-10,74
A0A4U7CKA7,,,A0A4U7CKA7,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. SD690R,11,227,1.603e-10,74
RKSK01000029.1_5@GCA_007570915.1,RKSK01000029.1_5,RKSK01000029.1_5@GCA_007570915.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Cenarchaeum,Cenarchaeum sp007570915,,,,,,,46,243,2.664e-10,74
A0A9W4UWP2,UYNY01000031.1_111,,A0A9W4UWP2,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus sp900620265,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,Nitrosopumilaceae archaeon,42,228,1.982e-10,74
A0A4U7C1T6,,,A0A4U7C1T6,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. CGM5_25_10-8B,11,227,1.603e-10,74
M0PQK1,,,M0PQK1,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum arcis,28,223,1.603e-10,74
A0A7Y5GJP4,,,A0A7Y5GJP4,Bacteria,,,,,,,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,,Bryobacteraceae bacterium,23,222,5.224e-10,73
A0A835X6I0,JAEHKU010000002.1_14,KAG2476200.1@GCA_016838825.1,A0A835X6I0,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,JAEHKU01,JAEHKU01 sp016838825,Nitrososphaerota,Nitrososphaeria,Nitrosopumilales,,,Nitrosopumilales archaeon,9,225,3.579e-10,73
NZ_BBJP01000006.1_46,NZ_BBJP01000006.1_46,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum halophilum,,,,,,,28,225,4.808e-10,73
A0A1Y3AG32,,,A0A1Y3AG32,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. SD612,11,227,3.889e-10,73
A0A4U7E2U8,,,A0A4U7E2U8,Archaea,,,,,,,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum sp. GN12_10-3_MGM,11,227,5.224e-10,73
MCH2604145.1@GCA_022450565.1,JAKUOP010000009.1_25,MCH2604145.1@GCA_022450565.1,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp022450565,,,,,,,7,176,6.458e-10,72
CACLNC010000026.1_1,CACLNC010000026.1_1,,,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopelagicus,Nitrosopelagicus sp902608175,,,,,,,46,228,6.458e-10,72
NZ_RDFA01000002.1_66,NZ_RDFA01000002.1_66,,,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halorientalis,Halorientalis pallida,,,,,,,75,285,6.458e-10,72
